nname,mins,club_yc90,club_g90,club_a90
luca philipp,750,0.0,0.0,0.0
luca plogmann,1800,0.0,0.0,0.0
luca ranieri,7514,0.2755,0.0479,0.0479
luca reggiani,603,0.4478,0.1493,0.0
luca stephenson,5218,0.2415,0.138,0.1207
luca waldschmidt,1051,0.0856,0.5138,0.3425
lucao,858,0.1049,0.0,0.0
lucas acevedo,647,0.2782,0.0,0.0
lucas africo,1758,0.256,0.0512,0.0
lucas ahijado,1212,0.2228,0.0,0.0743
lucas anacker,552,0.163,0.0,0.0
lucas beltran,4981,0.1988,0.1988,0.1626
lucas beraldo,5504,0.2126,0.0654,0.0164
lucas bergstrom,630,0.1429,0.0,0.0
lucas bergvall,3603,0.2248,0.025,0.2248
lucas bernadou,873,0.0,0.0,0.0
lucas boye,3403,0.2116,0.3703,0.0529
lucas chaves,4245,0.0636,0.0,0.0212
lucas chevalier,8040,0.0224,0.0,0.0
lucas da cunha,5908,0.1371,0.1676,0.1066
lucas digne,7002,0.1799,0.0129,0.1928
lucas fasson,3946,0.1825,0.0684,0.0684
lucas fernandes,499,0.1804,0.0,0.0
lucas ferreira,726,0.0,0.2479,0.2479
lucas franca,3555,0.1772,0.0,0.0
lucas gourna douath,2004,0.5389,0.0,0.0
lucas hernandez,4321,0.2291,0.0208,0.0625
lucas hey,5242,0.2232,0.0172,0.0343
lucas hgsberg,3619,0.1492,0.0,0.0249
lucas holer,5967,0.2262,0.2112,0.1357
lucas lima,2547,0.106,0.0,0.1413
lucas lissens,2077,0.1733,0.0,0.0867
lucas lovat,1323,0.2721,0.2041,0.1361
lucas lund,4020,0.0,0.0,0.0
lucas martinez quarta,2143,0.378,0.21,0.042
lucas mincarelli,1377,0.0654,0.1307,0.0654
lucas noubi,855,0.1053,0.0,0.0
lucas ocampos,2119,0.2124,0.0849,0.1699
lucas olaza,6563,0.1508,0.0411,0.096
lucas paqueta,5489,0.3279,0.2132,0.0492
lucas perri,5850,0.0462,0.0,0.0
lucas perrin,1868,0.0964,0.0,0.0
lucas piazon,2386,0.1132,0.0,0.1132
lucas pirard,2161,0.1249,0.0,0.0
lucas pires,2447,0.1471,0.0,0.0
lucas robertone,1514,0.3567,0.0,0.0594
lucas rosa,4969,0.2355,0.0,0.0543
lucas soares,4046,0.2892,0.0,0.0667
lucas stassin,2275,0.1978,0.5538,0.3165
lucas taylor,1233,0.5109,0.0,0.146
lucas torreira,8729,0.1753,0.0928,0.134
lucas torro,6607,0.2588,0.0545,0.0272
lucas tousart,2668,0.2024,0.0337,0.0675
lucas vazquez,5256,0.2226,0.0856,0.2568
lucas ventura,1517,0.356,0.0593,0.0593
lucas vera,3378,0.0799,0.1865,0.1332
lucas villafanez,1235,0.6559,0.0,0.2186
luccas claro,4388,0.2256,0.041,0.0205
luciano gondou,3231,0.195,0.4735,0.1114
luciano maidana,917,0.3926,0.0,0.0
luciano valente,5925,0.2127,0.0759,0.2582
lucien agoume,5883,0.2907,0.0306,0.1071
luck zogbe,1021,0.1763,0.0,0.0
ludovic ajorque,6451,0.2651,0.3069,0.2232
ludovic blas,4465,0.2016,0.2419,0.262
ludovit reis,487,0.1848,0.0,0.0
ludwig augustinsson,3744,0.1683,0.0721,0.0721
luifer hernandez,983,0.0,0.4578,0.0
luis alberto,1477,0.1219,0.1219,0.4875
luis asue,2442,0.0737,0.1843,0.1106
luis binks,2082,0.389,0.0865,0.0432
luis chavez,3203,0.1124,0.1405,0.1405
luis diaz,9428,0.1336,0.4773,0.3341
luis dos santos,487,0.5544,0.0,0.1848
luis esteves,5680,0.1426,0.0634,0.206
luis felipe gallegos,975,0.3692,0.0,0.0923
luis guilherme,980,0.0,0.0918,0.0
luis henrique,6170,0.0146,0.1313,0.1605
luis maximiano,1620,0.0,0.0,0.0
luis milla,8203,0.1317,0.0329,0.1646
luis palma,1467,0.184,0.184,0.1227
luis perez,4353,0.0827,0.0,0.0207
luis rioja,6940,0.1037,0.1686,0.1297
luis rocha,2580,0.3837,0.0,0.0
luis semedo,989,0.0,0.273,0.0
luis silva,468,0.5769,0.0,0.0
luis sinisterra,935,0.0,0.1925,0.2888
luis suarez,3990,0.2707,0.812,0.203
luis vazquez,3949,0.1367,0.3874,0.0912
luiz felipe,711,0.3797,0.0,0.0
luiz henrique,3868,0.1396,0.1861,0.1861
luiz junior,6317,0.0997,0.0,0.0
luiz phellype,773,0.2329,0.2329,0.1164
luka capan,548,0.3285,0.0,0.0
luka gagnidze,850,0.2118,0.3176,0.1059
luka gucek,2494,0.0361,0.0,0.0
luka gugeshashvili,2700,0.1,0.0,0.0
luka hujber,837,0.1075,0.0,0.0
luka ilic,957,0.1881,0.1881,0.0
luka ivanusec,2584,0.209,0.1741,0.3135
luka jovic,3544,0.2032,0.6857,0.0254
luka kulenovic,3647,0.0987,0.3948,0.1481
luka latsabidze,991,0.0908,0.0,0.0908
luka modric,7050,0.2043,0.0894,0.217
luka romero,823,0.3281,0.3281,0.0
luka sucic,3839,0.1407,0.1641,0.1172
luka tunjic,898,0.1002,0.3007,0.1002
luka vesner ticic,3660,0.0984,0.0492,0.0492
luka vuskovic,5127,0.2106,0.2282,0.0527
lukas bjorklund,1514,0.3567,0.1189,0.1189
lukas cerv,2569,0.1401,0.1051,0.1051
lukas daschner,704,0.1278,0.1278,0.1278
lukas engel,475,0.0,0.0,0.0
lukas fadinger,2665,0.0675,0.0338,0.0675
lukas haraslin,1074,0.1676,0.1676,0.3352
lukas hornicek,6790,0.053,0.0,0.0
lukas hradecky,6391,0.0704,0.0,0.0
lukas kalvach,1403,0.1924,0.0,0.2566
lukas kirkegaard,1088,0.0,0.0827,0.1654
lukas klostermann,2948,0.1526,0.0305,0.0305
lukas kubler,5486,0.2625,0.1641,0.0492
lukas lerager,4478,0.2211,0.0804,0.0804
lukas nmecha,1974,0.1368,0.5015,0.1368
lukas provod,1476,0.1829,0.0,0.4268
lukas sadilek,627,0.1435,0.0,0.2871
lukas ullrich,3491,0.1805,0.0258,0.0516
lukas willen,1055,0.2559,0.0,0.0853
lukasz fabianski,2332,0.1158,0.0,0.0
lukasz lakomy,2141,0.2102,0.1681,0.1261
lukasz skorupski,7229,0.0498,0.0,0.0
luke armstrong,649,0.1387,0.2773,0.0
luke graham,3415,0.1054,0.0527,0.0264
luke le roux,977,0.4606,0.0921,0.0
luke mccowan,4550,0.1582,0.3363,0.2769
luke o'nien,864,0.2083,0.0,0.1042
luke plange,532,0.0,0.1692,0.0
luke robinson,1169,0.231,0.0,0.0
luke shaw,4169,0.2591,0.0216,0.0216
luke thomas,1351,0.2665,0.0,0.0
luke woolfenden,1487,0.121,0.0,0.0
lundrim hetemi,1826,0.0986,0.0,0.0
luquinhas,662,0.136,0.136,0.0
lushendry martes,1054,0.4269,0.0,0.0854
lutsharel geertruida,6765,0.1064,0.0798,0.0532
luuk brouwers,5183,0.191,0.191,0.1736
luuk de jong,5834,0.1388,0.5862,0.3394
luuk koopmans,2070,0.087,0.0,0.0
luuk wouters,1001,0.0,0.0,0.0
lyall cameron,4909,0.0917,0.2017,0.0917
lyle foster,2520,0.1429,0.1429,0.1071
m'bala nzola,3854,0.1868,0.2802,0.0701
m'baye niang,2447,0.2575,0.3678,0.1103
maarten paes,990,0.0,0.0,0.0
maarten vandevoordt,3279,0.0549,0.0,0.0
maas willemsen,2914,0.1544,0.0309,0.0
macaulay tait,2698,0.3669,0.0,0.1334
mads agger,2818,0.1278,0.2555,0.2236
mads bech srensen,7504,0.0959,0.072,0.072
mads bidstrup,810,0.1111,0.0,0.0
mads bomholt,1355,0.0664,0.2657,0.1993
mads emil madsen,4788,0.2068,0.1316,0.094
mads enggard,2127,0.1693,0.0423,0.0846
mads freundlich,3379,0.2397,0.0266,0.0266
mads hansen,791,0.0,0.4551,0.0
mads hermansen,4215,0.0214,0.0,0.0214
mads larsen,5147,0.0175,0.035,0.0525
mads pedersen,1178,0.0,0.0,0.0
mads roerslev,2993,0.1203,0.0301,0.1203
mads sndergaard,2407,0.3365,0.2243,0.1122
madson,1753,0.0513,0.2054,0.154
maduka okoye,6757,0.0533,0.0,0.0
mady camara,4298,0.3141,0.2094,0.0628
maestro,5563,0.2265,0.0324,0.0485
maga,3403,0.1851,0.0,0.0264
maghnes akliouche,7641,0.1178,0.212,0.2945
magnus jensen,4147,0.1736,0.0651,0.0651
magnus knudsen,2771,0.2598,0.0,0.0325
magnus kofod andersen,972,0.0926,0.0926,0.0926
magnus mattsson,3183,0.1131,0.3393,0.1697
magnus warming,647,0.1391,0.0,0.0
magnus westergaard,2014,0.2234,0.2681,0.2234
magomed ozdoev,6516,0.221,0.1381,0.1105
mahamadou diawara,1074,0.0838,0.0,0.0838
mahamadou doumbia,2743,0.2953,0.1969,0.0328
mahamadou nagida,1480,0.2432,0.1216,0.0608
mahamadou susoho,1863,0.3382,0.0483,0.0
mahdi camara,7085,0.1778,0.1905,0.1143
mahmoud dahoud,1922,0.1405,0.1873,0.1873
maik nawrocki,594,0.1515,0.0,0.0
majeed ashimeru,734,0.6131,0.1226,0.1226
majid hosseini,1079,0.2502,0.0,0.0
makan aiko,2756,0.2612,0.1306,0.1959
makana baku,5090,0.1061,0.1945,0.2122
makenzie kirk,1964,0.0458,0.3666,0.0916
makhtar gueye,703,0.6401,0.0,0.0
maks dziov,1931,0.3729,0.0,0.0
maksim boldyrev,2058,0.0875,0.1312,0.1749
maksim borisko,2160,0.0,0.0,0.0
maksim glushenkov,4885,0.1658,0.4422,0.5343
maksim kuzmin,3330,0.2162,0.027,0.1622
maksim mukhin,1376,0.1308,0.0654,0.0
maksim nenakhov,5154,0.2095,0.0175,0.0175
maksim osipenko,6588,0.1093,0.1776,0.0956
maksim palienko,788,0.1142,0.2284,0.0
maksim paskotsi,1813,0.0496,0.1986,0.0993
maksim petrov,2135,0.0843,0.2951,0.1686
maksim rudakov,720,0.125,0.0,0.0
maksim samorodov,4354,0.1034,0.2687,0.2894
maksim saveljev,2040,0.1765,0.1765,0.0441
maksim shnaptsev,2914,0.2471,0.0,0.1544
maksim sidorov,4727,0.1904,0.019,0.0381
maksim vityugov,2791,0.2902,0.0967,0.0967
maksym boyko,969,0.2786,0.0,0.0
maksym bragaru,3784,0.2141,0.1665,0.1665
maksym chekh,1762,0.3575,0.0511,0.0511
maksym dyachuk,1666,0.2161,0.0,0.108
maksym grysyo,1989,0.362,0.0,0.0452
maksym imerekov,1325,0.3396,0.1358,0.0
maksym korobov,727,0.0,0.0,0.0
maksym kucheryavyi,925,0.4865,0.0,0.0973
maksym lunyov,1766,0.2039,0.1529,0.051
maksym marusych,1122,0.3209,0.3209,0.0802
maksym mekhaniv,2700,0.0667,0.0,0.0
maksym melnychenko,677,0.0,0.0,0.0
maksym melnychuk,2059,0.306,0.0,0.0437
maksym smiyan,3332,0.1891,0.054,0.081
maksym tretyakov,2660,0.0338,0.1353,0.1353
maksym zaderaka,4234,0.1063,0.2338,0.1063
maksym zhychykov,491,0.1833,0.0,0.3666
maksymilian stryjek,720,0.0,0.0,0.0
malachi boateng,2072,0.1303,0.0,0.1303
malang sarr,4378,0.0822,0.0,0.0206
malcolm viltard,3183,0.2262,0.0,0.0
malcom bokele,5143,0.245,0.07,0.0
malcom edjouma,851,0.3173,0.3173,0.423
malick fofana,3568,0.1009,0.4036,0.2018
malick thiaw,7949,0.1585,0.0679,0.034
malick yalcouye,773,0.2329,0.0,0.0
malik abubakari,734,0.6131,0.0,0.0
malik tillman,6321,0.1566,0.3987,0.2136
malo gusto,7389,0.1827,0.0365,0.1583
malthe hjholt,1283,0.1403,0.0701,0.0
mama balde,2486,0.1448,0.2172,0.3258
mamadou coulibaly,2020,0.3564,0.1337,0.1782
mamadou diakhon,2153,0.1672,0.1672,0.418
mamadou fall,4668,0.0771,0.2506,0.2314
mamadou loum,698,0.5158,0.0,0.0
mamadou maiga,1982,0.227,0.0,0.0
mamadou sangare,2537,0.2128,0.1064,0.1419
mamadou sarr,4896,0.1838,0.0,0.0184
mamadou sylla,1583,0.2843,0.2843,0.0569
mamadou thiam,509,0.0,0.1768,0.0
mame thiam,4417,0.2038,0.4279,0.163
mandela keita,5834,0.1543,0.0154,0.0617
manfred ugalde,6110,0.2209,0.4419,0.1473
manolis saliakas,3680,0.1957,0.0734,0.1467
manolis siopis,1961,0.4131,0.0,0.0
manor solomon,1262,0.0713,0.2139,0.3566
mansur,4548,0.2573,0.0792,0.0396
manu bueno,660,0.2727,0.1364,0.2727
manu fernandez,1116,0.2419,0.0,0.0
manu fuster,1186,0.1518,0.2277,0.3035
manu garcia,2222,0.162,0.162,0.162
manu kone,7175,0.1631,0.0502,0.1003
manu morlanes,4503,0.1999,0.06,0.04
manu sanchez,6482,0.2083,0.0278,0.0555
manu silva,2064,0.218,0.1744,0.0872
manuel akanji,8716,0.1033,0.031,0.0207
manuel gulde,1660,0.1627,0.0,0.0
manuel lazzari,3843,0.2108,0.0,0.0703
manuel locatelli,9559,0.226,0.0471,0.0847
manuel neuer,8624,0.0417,0.0,0.0
manuel osifo,720,0.25,0.0,0.125
manuel riemann,1530,0.1765,0.0,0.0
manuel ugarte,4617,0.3704,0.039,0.117
maracas,6545,0.22,0.0963,0.0138
maranhao,2500,0.252,0.216,0.108
marash kumbulla,4018,0.2688,0.0672,0.0
marat apshatsev,882,0.2041,0.0,0.0
marat bokoev,4159,0.2164,0.0433,0.0216
marc aguado,2640,0.1023,0.0341,0.1023
marc andre ter stegen,2745,0.0656,0.0,0.0
marc bartra,4732,0.1331,0.0761,0.019
marc bernal,1557,0.4046,0.289,0.0578
marc bola,3429,0.1312,0.0262,0.1312
marc cardona,632,0.712,0.4272,0.2848
marc casado,3857,0.21,0.0233,0.1633
marc cucurella,8826,0.2855,0.0714,0.0918
marc giger,614,0.5863,0.4397,0.1466
marc gual,572,0.0,0.6294,0.0
marc guehi,8245,0.1856,0.0873,0.0655
marc guiu,1087,0.1656,0.2484,0.1656
marc leonard,1067,0.253,0.0843,0.253
marc nielsen,795,0.2264,0.0,0.2264
marc oliver kempf,5337,0.1518,0.0675,0.0169
marc pubill,4394,0.1639,0.041,0.0819
marc roca,4346,0.1864,0.0621,0.1243
marcao,2925,0.4615,0.2462,0.0308
marcel rmer,808,0.4455,0.0,0.0
marcel sabitzer,6898,0.1435,0.0652,0.1305
marcel schuhen,1440,0.0625,0.0,0.0
marcelo,3960,0.1818,0.0455,0.0227
marcelo alves,3058,0.2354,0.1177,0.0294
marcelo carne,1080,0.0833,0.0,0.0
marcelo saracchi,837,0.2151,0.1075,0.2151
marcin bulka,5130,0.0351,0.0,0.0
marco asensio,5269,0.0683,0.3929,0.3758
marco bizot,6207,0.1015,0.0,0.0
marco brescianini,4000,0.1125,0.225,0.09
marco carnesecchi,10556,0.0085,0.0,0.0
marco friedl,6243,0.3316,0.0288,0.0144
marco grull,3444,0.1568,0.2352,0.0784
marco ilaimaharitra,3424,0.368,0.1051,0.0
marco kana,2025,0.2222,0.0,0.0
marco komenda,1325,0.2038,0.0,0.0
marco matias,2589,0.0695,0.1738,0.1738
marco moreno,2047,0.3078,0.0,0.0
marco palestra,3479,0.0776,0.0259,0.1035
marco pellegrino,543,0.1657,0.0,0.0
marco rente,5053,0.1247,0.0891,0.0712
marco reus,854,0.1054,0.4215,0.5269
marco silvestri,900,0.0,0.0,0.0
marco sportiello,1049,0.0,0.0,0.0
marco van ginkel,1471,0.1224,0.2447,0.0612
marco weymans,855,0.4211,0.1053,0.1053
marcos acuna,847,0.5313,0.1063,0.2125
marcos alonso,6708,0.2415,0.0671,0.0
marcos andre,1307,0.3443,0.2066,0.1377
marcos antonio,469,0.0,0.3838,0.0
marcos felipe,1710,0.0,0.0,0.0
marcos leonardo,985,0.1827,1.0964,0.1827
marcos llorente,9784,0.1104,0.1104,0.1472
marcos lopez,4735,0.1521,0.019,0.1521
marcos peano,2700,0.0667,0.0,0.0
marcos pena,792,0.6818,0.0,0.0
marcos senesi,5940,0.3333,0.0303,0.1212
marcus bundgaard,2220,0.0,0.0,0.0405
marcus coco,1657,0.2173,0.0,0.0543
marcus edwards,2326,0.0774,0.1935,0.2709
marcus fraser,7343,0.1716,0.0245,0.049
marcus ingvartsen,1944,0.1852,0.4167,0.0926
marcus linday,3977,0.181,0.0679,0.1132
marcus mccoy,1089,0.2479,0.0,0.1653
marcus pedersen,4830,0.1304,0.0186,0.1118
marcus rashford,6351,0.0992,0.3968,0.3259
marcus rohden,1231,0.0,0.2193,0.1462
marcus tavernier,6108,0.221,0.1916,0.1473
marcus thuram,7980,0.0789,0.485,0.2481
mardochee nzita,2900,0.1552,0.0,0.0621
mariano diaz,510,0.5294,0.5294,0.3529
mariano troilo,1808,0.2489,0.0498,0.0
marin ljubicic,451,0.3991,0.1996,0.1996
marin petkov,626,0.1438,0.0,0.0
marin pongracic,6241,0.3173,0.0,0.0
marin sverko,1209,0.2978,0.0744,0.0
mario balotelli,813,0.7749,0.4428,0.1107
mario camora,745,0.0,0.0,0.0
mario dajsinani,570,0.0,0.0,0.0
mario dorgeles,3494,0.0773,0.1803,0.1288
mario engels,4336,0.1038,0.1453,0.1868
mario gila,7893,0.2281,0.0228,0.0
mario gonzalez,565,0.0,0.3186,0.3186
mario gotze,4991,0.0541,0.1443,0.1082
mario hermoso,5530,0.3906,0.0976,0.0488
mario jurcevic,965,0.0933,0.0,0.0933
mario lemina,6646,0.2302,0.0813,0.1083
mario martin,4133,0.4355,0.0871,0.0653
mario mitaj,718,0.1253,0.0,0.2507
mario pasalic,7348,0.1102,0.2695,0.2327
mario rui,808,0.3342,0.0,0.1114
mario sauer,638,0.5643,0.1411,0.0
mario stroeykens,3791,0.1662,0.1424,0.1899
marios ikonomou,660,0.1364,0.1364,0.0
marios siampanis,2970,0.1515,0.0,0.0
marios sofianos,898,0.5011,0.0,0.0
marios tsaousis,2183,0.0825,0.0,0.0412
marios vichos,4834,0.0559,0.0559,0.0745
marios vrousai,5745,0.1253,0.047,0.0783
marius bulter,4351,0.2068,0.2689,0.1862
marius courcoul,668,0.0,0.0,0.0
marius elvius,982,0.1833,0.0,0.0
marius lode,750,0.12,0.0,0.0
marius louer,541,0.1664,0.0,0.0
marius marin,1359,0.5298,0.0,0.0
marius mouandilmadji,5890,0.1986,0.3514,0.1528
marius muller,654,0.1376,0.0,0.0
marius wolf,4168,0.1296,0.0432,0.108
mark assinor,2615,0.3098,0.3442,0.1033
mark brink,4457,0.1615,0.0,0.0404
mark flekken,8046,0.0447,0.0,0.0336
mark koszta,1734,0.3114,0.4152,0.1557
mark mampassi,1583,0.2274,0.0569,0.0569
mark mckenzie,5803,0.1396,0.0155,0.0465
mark o'hara,4584,0.1374,0.0982,0.0785
mark travers,1290,0.0,0.0,0.0
mark van der maarel,453,0.1987,0.0,0.0
marko arnautovic,2155,0.2088,0.5847,0.1671
marko bakic,3035,0.4152,0.089,0.0593
marko bulat,1387,0.1947,0.0649,0.0
marko divkovic,3755,0.1438,0.1438,0.1678
marko dmitrovic,6570,0.0,0.0,0.0
marko gobeljic,872,0.2064,0.0,0.0
marko grujic,904,0.0996,0.0996,0.0
marko ilic,786,0.0,0.0,0.0
marko ivezic,1821,0.2471,0.0,0.0
marko jankovic,1032,0.1744,0.2616,0.1744
marko jevtovic,4221,0.3412,0.1066,0.0426
marko lazetic,1126,0.4796,0.3197,0.0799
marko milosevic,510,0.0,0.0,0.0
marko milovanovic,1811,0.1491,0.497,0.0994
marko mrvaljevic,1092,0.2473,0.4945,0.0824
marko pjaca,1464,0.1844,0.3074,0.3074
marko sapuga,832,0.3245,0.0,0.0
marko stamenic,930,0.4839,0.0,0.0968
marko vejinovic,886,0.3047,0.1016,0.1016
markus haaland,459,0.0,0.0,0.0
markus solbakken,968,0.186,0.186,0.0
marley ake,1233,0.0,0.365,0.073
marley watkins,3798,0.0948,0.3081,0.0474
marlon,961,0.1873,0.0,0.1873
marlon fossey,4164,0.1081,0.0432,0.0648
marlon gomes,4157,0.2382,0.1949,0.1516
marlos moreno,560,0.3214,0.1607,0.1607
marnon busch,3932,0.1144,0.0229,0.1373
maroan sannadi,1605,0.3364,0.1121,0.1682
marquinhos,12152,0.1629,0.1037,0.1481
marshall munetsi,6077,0.1629,0.2073,0.0889
marsoni sambu,2281,0.1973,0.0,0.2367
marten de roon,10196,0.1942,0.053,0.0883
martial godo,1707,0.1054,0.5272,0.1582
martijn kaars,1654,0.1088,0.2721,0.1088
martim fernandes,3844,0.2341,0.0234,0.2107
martim neto,4006,0.2471,0.1123,0.1348
martin adam,564,0.3191,0.3191,0.0
martin aguirregabiria,551,0.1633,0.0,0.0
martin baturina,2617,0.1032,0.3439,0.2063
martin boyle,5395,0.1835,0.4004,0.1501
martin degaard,7242,0.0621,0.1367,0.3231
martin delavallee,2820,0.0,0.0,0.0
martin dubravka,6180,0.0291,0.0,0.0
martin erlic,3790,0.2612,0.1187,0.0475
martin fernandez,685,0.2628,0.1314,0.1314
martin frese,3567,0.2523,0.1009,0.0252
martin frydek,2041,0.3087,0.0,0.0441
martin hongla,1191,0.1511,0.0,0.0
martin jedlicka,1620,0.0556,0.0,0.0556
martin kramaric,2256,0.1596,0.2394,0.1596
martin minchev,1164,0.1546,0.232,0.0
martin montoya,2681,0.3693,0.0,0.0671
martin payero,3904,0.415,0.0692,0.0922
martin satriano,4001,0.1575,0.2699,0.1125
martin terrier,2956,0.1218,0.4263,0.1827
martin valjent,7677,0.1407,0.0352,0.0117
martin vitik,3188,0.3105,0.0,0.0
martin zlomislic,570,0.0,0.0,0.0
martin zubimendi,9880,0.1913,0.082,0.0455
marvin cuni,862,0.3132,0.0,0.0
marvin ducksch,4169,0.1943,0.3022,0.3454
marvin ekpiteta,1092,0.0824,0.0,0.0
marvin elimbi,2865,0.2827,0.0,0.0
marvin friedrich,2410,0.0747,0.0,0.0373
marvin kaleta,1281,0.0703,0.0,0.1405
marvin keller,1408,0.0,0.0,0.0
marvin martins,942,0.1911,0.0955,0.0
marvin mehlem,512,0.0,0.0,0.0
marvin park,2384,0.302,0.0,0.0
marvin peersman,4775,0.2262,0.0565,0.0754
marvin pieringer,4832,0.2049,0.2421,0.1863
marvin schwabe,4680,0.0385,0.0,0.0
marvin senaya,3207,0.3368,0.0561,0.0281
marvin young,5475,0.2137,0.0,0.0164
marwan al sahafi,2517,0.1073,0.2145,0.0358
marwin hitz,765,0.0,0.0,0.0
maryan faryna,2280,0.1579,0.0,0.0
maryan mysyk,747,0.3614,0.0,0.0
maryan shved,1229,0.0,0.3662,0.1465
mason greenwood,7877,0.1371,0.5256,0.1828
mason holgate,989,0.455,0.0,0.0
mason mount,2196,0.3279,0.2869,0.041
massadio haidara,4458,0.2423,0.0,0.0404
massimo bruno,989,0.182,0.091,0.0
matei ilie,615,0.1463,0.0,0.0
matej chalus,688,0.0,0.1308,0.0
matej hanousek,2650,0.1358,0.0,0.0
matej kovar,6240,0.0288,0.0,0.0
matej maglica,959,0.4692,0.0,0.0
matej matic,844,0.4265,0.0,0.1066
matej rynes,1238,0.2908,0.1454,0.2181
matej sin,1307,0.1377,0.2066,0.2066
matej valenta,635,0.2835,0.0,0.2835
matej vydra,1550,0.0,0.2903,0.1742
mateja stjepanovic,2412,0.2239,0.0373,0.0
mateo cassierra,4370,0.0,0.5767,0.2059
mateo chavez,1135,0.4758,0.0793,0.1586
mateo flores,511,0.7045,0.0,0.1761
mateo joseph,1716,0.1049,0.1049,0.2098
mateo kovacic,4392,0.1639,0.1844,0.1025
mateo lisica,469,0.0,0.1919,0.0
mateo pellegrino,3903,0.1614,0.3459,0.0461
mateo retegui,4556,0.079,0.6321,0.1975
mateo stamatov,1438,0.3129,0.0,0.1252
mateo tanlongo,614,0.7329,0.0,0.1466
mateu morey,1890,0.0952,0.0476,0.0
mateus amaral,692,0.0,0.2601,0.0
mateus criciuma,805,0.3354,0.0,0.2236
mateus fernandes,8102,0.2222,0.1,0.1222
mateus mane,2000,0.0,0.135,0.09
mateus pivo,1149,0.235,0.0,0.0
mateusz kochalski,1980,0.0909,0.0,0.0
mateusz legowski,2065,0.2615,0.0872,0.0436
mateusz lis,5940,0.0758,0.0,0.0
mateusz skrzypczak,957,0.0,0.0,0.0
mateusz wieteska,1657,0.2173,0.0,0.0543
matheus,7148,0.0504,0.0,0.0126
matheus alves,1418,0.1269,0.2539,0.1269
matheus cunha,6555,0.1648,0.4805,0.1785
matheus dias,4284,0.2941,0.0,0.063
matheus henrique,1340,0.3358,0.0,0.0672
matheus mendes,900,0.1,0.0,0.0
matheus nunes,7358,0.1957,0.0367,0.2569
matheus pereira,4058,0.4657,0.0444,0.1552
matheus reis,4243,0.1909,0.0,0.1485
matheus saldanha,834,0.4317,0.3237,0.0
mathew ryan,5940,0.0606,0.0,0.0
mathias de amorim,3539,0.3052,0.1272,0.0763
mathias delorge,4806,0.0936,0.0375,0.0936
mathias dyngeland,1980,0.0909,0.0,0.0
mathias greve,3502,0.1028,0.1285,0.1285
mathias hebo,628,0.2866,0.0,0.0
mathias honsak,3053,0.059,0.2653,0.1179
mathias jensen,5678,0.1427,0.0793,0.111
mathias jrgensen,2321,0.0,0.5429,0.0776
mathias kjl,3009,0.0299,0.0299,0.0299
mathias kvistgaarden,2202,0.1226,0.7766,0.2452
mathias lvik,2044,0.0881,0.0,0.1761
mathias olivera,5157,0.1571,0.0175,0.0873
mathias pereira lage,5074,0.2128,0.1242,0.1951
mathias rasmussen,3676,0.0734,0.0979,0.1224
mathias ross,750,0.12,0.12,0.0
mathias tomas,2194,0.4512,0.0,0.2461
mathieu cafaro,878,0.3075,0.1025,0.0
mathieu gorgelin,1620,0.1667,0.0,0.0
mathieu maertens,2259,0.3187,0.1195,0.1594
mathieu valbuena,1459,0.1234,0.1851,0.2467
mathijs tielemans,1125,0.08,0.0,0.08
mathis amougou,1270,0.2126,0.0,0.0
mathis servais,1928,0.14,0.0934,0.14
mathis suray,5419,0.1661,0.3322,0.0332
mathys de carvalho,842,0.2138,0.0,0.1069
mathys tel,4198,0.1072,0.2358,0.1715
matias dituro,2370,0.0759,0.0,0.0
matias fernandez pardo,4901,0.2204,0.2755,0.202
matias gonzalez,489,0.3681,0.0,0.0
matias kranevitter,1779,0.253,0.0506,0.0
matias lacava,613,0.4405,0.0,0.2936
matias moreno,2425,0.2969,0.0,0.0
matias perez,2506,0.431,0.1796,0.0359
matias rocha,1648,0.3823,0.0546,0.0
matias soule,6790,0.0928,0.2121,0.1988
matias vecino,3797,0.4267,0.1422,0.1896
matija frigan,2312,0.3114,0.3893,0.1557
matija mitrovic,812,0.3325,0.2217,0.0
matija nastasic,3883,0.2086,0.0464,0.0
matija popovic,574,0.1568,0.1568,0.6272
matisse didden,2905,0.1549,0.062,0.0
matisse samoise,3501,0.2571,0.1028,0.1542
matous trmal,540,0.3333,0.0,0.0
mats deijl,8834,0.0815,0.0917,0.0713
mats hummels,2568,0.1752,0.1051,0.035
mats knoester,3651,0.2958,0.0,0.0247
mats kohlert,5716,0.1102,0.0315,0.1575
mats rits,3607,0.0998,0.025,0.0998
mats rots,4807,0.0749,0.1311,0.0936
mats seuntjens,1863,0.1449,0.2415,0.1932
mats wieffer,4728,0.3426,0.1142,0.1904
matt doherty,4415,0.2242,0.0408,0.0408
matt o'riley,3980,0.1131,0.2035,0.3166
matt turner,750,0.0,0.0,0.0
matte smets,7373,0.0977,0.0122,0.0366
matteo amoroso,477,0.3774,0.0,0.0
matteo bianchetti,2287,0.1574,0.0,0.0787
matteo cancellieri,4066,0.2656,0.2213,0.0885
matteo dams,1519,0.2962,0.0,0.0
matteo darmian,4741,0.0759,0.0949,0.057
matteo gabbia,7236,0.199,0.0622,0.0124
matteo guendouzi,8957,0.2311,0.0502,0.1005
matteo lovato,811,0.2219,0.0,0.0
